image_path,label,ocr_text,caption,ocr_length,caption_length,similarity_score,error
E:\Project\Fake News Detection\images\real\3609.png,real,BANCLADED,bangladesh ' s shara khan in action during the match against bangladesh at the gaddafi stadium in karachi,9,105,0.104755215,
E:\Project\Fake News Detection\images\real\3610.png,real,Emirates F BATER,ronald rodriguez is the best player in the world,16,48,0.217321604,
E:\Project\Fake News Detection\images\real\3615.png,real,Flt+ DERASI INDON 15,hockey india women ' s hockey team,20,34,0.141876698,
E:\Project\Fake News Detection\images\real\3628.png,real,e . te aittn . Eutttd],paris saint - germain is the new paris saint - germain,22,54,0.09667331,
E:\Project\Fake News Detection\images\real\3634.png,real,"SUH 6 1 Fnz,",bangladesh batsmans celebrate after their wicket,12,48,0.06529139,
E:\Project\Fake News Detection\images\real\3650.png,real,,a man in a red shirt and blue shirt with a red and yellow background,0,68,,
E:\Project\Fake News Detection\images\real\3654.png,real,,a group of men playing a game of cricket,0,40,,
E:\Project\Fake News Detection\images\real\3661.png,real,CRICKET,a woman in a blue shirt smiles at the camera,7,44,0.02655228,
E:\Project\Fake News Detection\images\real\3663.png,real,3 e,a soccer player is trying to get the ball from another player,3,61,0.055899829,
E:\Project\Fake News Detection\images\real\367.jpg,real,Sew,iran and iran flags,3,19,0.135572046,
E:\Project\Fake News Detection\images\real\3674.png,real,INEWS24 ATN Q3C 5 67,a man in a white shirt and a woman in a blue scarf talking to reporters,20,71,-0.018843491,
E:\Project\Fake News Detection\images\real\3691.png,real,Fner(U,a man in a black jacket stands in front of a screen with a map of the world,6,75,0.062543064,
E:\Project\Fake News Detection\images\real\3693.png,real,GlIU 8 HA LO CO 0 3 5,the us and china flags are seen on a computer motherboard,21,57,0.048188098,
E:\Project\Fake News Detection\images\real\370.jpg,real,,the poster for the movie ' s first look,0,39,,
E:\Project\Fake News Detection\images\real\3709.png,real,0# {Doaach Gha Reoroo Bapuid Macnbn9 Bndountta #yjo,a person holding a phone with the facebook app on it,51,52,-0.031963255,
E:\Project\Fake News Detection\images\real\3712.png,real,OQ Metai,a woman looks at her phone as she walks past a metro metro metro metro metro metro metro metro metro metro,8,106,0.095651619,
E:\Project\Fake News Detection\images\real\3713.png,real,EDOIc0 15K Colcbratlon Sites,the team at the construction site,28,33,0.198995158,
E:\Project\Fake News Detection\images\real\3719.png,real,,a person holding an iphone in their hand,0,40,,
E:\Project\Fake News Detection\images\real\3721.png,real,VZR,a man in a helmet and white shirt,3,33,0.085792445,
E:\Project\Fake News Detection\images\real\3723.png,real,4e 12 30 71 2890 120,the new smart watch is available in black,20,41,0.062216476,
E:\Project\Fake News Detection\images\real\3738.png,real,66,a person holding a cell phone with the text 6g,2,46,0.174992725,
E:\Project\Fake News Detection\images\real\3740.png,real,facebodk,people are silhouetted against a backdrop of the facebook logo in this illustration taken from the facebook page,8,112,0.211425692,
E:\Project\Fake News Detection\images\real\3744.png,real,,a person using a cell phone on a table,0,38,,
E:\Project\Fake News Detection\images\real\3748.png,real,,a woman using a credit machine,0,30,,
E:\Project\Fake News Detection\images\real\3758.png,real,,a woman in a blue dress sitting on a chair,0,42,,
E:\Project\Fake News Detection\images\real\3759.png,real,,kanye and kim kim,0,17,,
E:\Project\Fake News Detection\images\real\3771.png,real,,a man is led by a flashlight as he walks with his family in the dark,0,68,,
E:\Project\Fake News Detection\images\real\3778.png,real,,a man is hanging from a rope with a bird,0,40,,
E:\Project\Fake News Detection\images\real\3781.png,real,,smoke rises from the gaza air strike in gaza,0,44,,
E:\Project\Fake News Detection\images\real\3785.png,real,,a rocket is launched by china ' s xi - 2 rocket,0,47,,
E:\Project\Fake News Detection\images\real\3787.png,real,MarionBiotech,a logo of the bank of thailand is seen on a building in bangkok,13,63,0.15585354,
E:\Project\Fake News Detection\images\real\3789.png,real,,a person in a wheelchair being carried by a person in a hospital,0,64,,
E:\Project\Fake News Detection\images\real\3794.png,real,,a woman playing chess in a dark room,0,36,,
E:\Project\Fake News Detection\images\real\38.jpg,real,,the new iphone 11s and iphone 11s,0,33,,
E:\Project\Fake News Detection\images\real\3803.png,real,,"the city of vargarh, india",0,26,,
E:\Project\Fake News Detection\images\real\3804.png,real,"pUL alaa p>l pallalna pul gresbjiJl-tualasll iJ LEJullh AAarellaa 'isl arll , diailo aall dait ba Js",women holding signs in front of a crowd,100,39,0.021522952,
E:\Project\Fake News Detection\images\real\3811.png,real,,a man holding a baby,0,20,,
E:\Project\Fake News Detection\images\real\3813.png,real,,two images of a person ' s hand and a forest,0,44,,
E:\Project\Fake News Detection\images\real\3816.png,real,,a wall full of guns,0,19,,
E:\Project\Fake News Detection\images\real\3827.png,real,,a woman with a white shirt and a red background,0,47,,
E:\Project\Fake News Detection\images\real\3829.png,real,,the great pyramids in egypt,0,27,,
E:\Project\Fake News Detection\images\real\3832.png,real,,a fire is seen in the background of a factory,0,45,,
E:\Project\Fake News Detection\images\real\3842.png,real,Io aq,the two men are sitting at a table with microphones,5,51,0.020567007,
E:\Project\Fake News Detection\images\real\3843.png,real,,gold jewelry in dubai,0,21,,
E:\Project\Fake News Detection\images\real\3844.png,real,IBA 6 41 9 1  1 R c? 8 C 6  bKash I 5 I 3 6 777 6 1 1 [ 1 1 0 E Qia8 Rocru O6 8 1,rbi to pay rss for rss,81,22,0.030310698,
E:\Project\Fake News Detection\images\real\3845.png,real,44u (09 3,a roll of money is seen in this photo,9,37,0.062751897,
E:\Project\Fake News Detection\images\real\3846.png,real,,gold jewellery in india,0,23,,
E:\Project\Fake News Detection\images\real\3848.png,real,,a woman in a red sari sari sari sari sari sari sari sari sari sari sari sar,0,75,,
E:\Project\Fake News Detection\images\real\3849.png,real,497165 9,"a roll of money with the words, ' money roll '",8,46,0.004474357,
E:\Project\Fake News Detection\images\real\3850.png,real,,a person pouring water into a metal container,0,45,,
E:\Project\Fake News Detection\images\real\3857.png,real,,a market with lots of vegetables and fruits,0,43,,
E:\Project\Fake News Detection\images\real\3866.png,real,"SEMINAR ON Kna aco @Refueling 25 MMSCFD Gas Transportation from Bhola . Organized by Intraco Refueling LC Wenun Dale Timt 20 0tt47e4f 2024 Mo0 4 04r4 Holal 0aaaa Slhnaeane[ 440740 04n8h47a [ , emat < Leca Dfaka-[II",two men standing in front of a banner,214,37,-0.051304545,
E:\Project\Fake News Detection\images\real\3867.png,real,,three containers being lifted by cranes,0,39,,
E:\Project\Fake News Detection\images\real\3868.png,real,,a basket of eggs with a picture of a chicken,0,44,,
E:\Project\Fake News Detection\images\real\3871.png,real,,a person holding a bag of chia seeds,0,36,,
E:\Project\Fake News Detection\images\real\3884.png,real,,a man in a blue shirt and glasses,0,33,,
E:\Project\Fake News Detection\images\real\3910.png,real,,the campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus campus,0,143,,
E:\Project\Fake News Detection\images\real\3914.png,real,Kl Nin,a man in a store,6,16,0.12756452,
E:\Project\Fake News Detection\images\real\3919.png,real,,person and person are the two main political figures in the us and china,0,72,,
E:\Project\Fake News Detection\images\real\3922.png,real,,two men sitting in chairs talking to each other men,0,51,,
E:\Project\Fake News Detection\images\real\3924.png,real,,a man in a suit and glasses standing in front of a wall,0,55,,
E:\Project\Fake News Detection\images\real\3930.jpg,real,Gilaiia #uixiqaifeaa= gR1V Wicra OrxTT {g ANI,"a book with the title of the book, ' the book of the day '",45,58,0.032999434,
E:\Project\Fake News Detection\images\real\3931.jpg,real,,a group of men sitting in chairs in a room,0,42,,
E:\Project\Fake News Detection\images\real\3947.jpg,real,,the team of the company,0,23,,
E:\Project\Fake News Detection\images\real\3955.jpg,real,ZRINkV VEZATHK RoM,a man is being examined by police officers,18,42,0.029553782,
E:\Project\Fake News Detection\images\real\3964.jpg,real,Gakura (0u Uud: (Apir Tu,soldiers in a truck on a street,24,31,0.002110411,
E:\Project\Fake News Detection\images\real\3973.jpg,real,,a person ' s hand resting on a table,0,36,,
E:\Project\Fake News Detection\images\real\3981.jpg,real,,fire breaks through a building in the city of beirut,0,52,,
E:\Project\Fake News Detection\images\real\3999.jpg,real,,a man with glasses and a red shirt,0,34,,
E:\Project\Fake News Detection\images\real\4003.jpg,real,,two glasses of green smoothie and a glass of orange smoothie,0,60,,
E:\Project\Fake News Detection\images\real\4014.jpg,real,222 Chips dalie eeafiels RED-3 Buez 2,a pile of candy and candy bars,37,30,0.18343237,
E:\Project\Fake News Detection\images\real\402.jpg,real,,two men are looking at the camera,0,33,,
E:\Project\Fake News Detection\images\real\4023.jpg,real,,a woman with a black dress and a black nail polish,0,50,,
E:\Project\Fake News Detection\images\real\4027.jpg,real,93,a baby is being examined by a doctor,2,36,0.076631464,
E:\Project\Fake News Detection\images\real\4030.jpg,real,,dates are a great source for health and health,0,46,,
E:\Project\Fake News Detection\images\real\4031.jpg,real,,dairy products and milk,0,23,,
E:\Project\Fake News Detection\images\real\4033.jpg,real,,a woman sitting on the floor with her hand on her head,0,54,,
E:\Project\Fake News Detection\images\real\4034.jpg,real,,a person sitting on the grass in front of a tree,0,48,,
E:\Project\Fake News Detection\images\real\4039.jpg,real,,a bunch of green hops hanging from a plant,0,42,,
E:\Project\Fake News Detection\images\real\404.jpg,real,BIBE NEWS <le-tl,a bridge over the water with a boat in the fore,16,47,0.10580001,
E:\Project\Fake News Detection\images\real\4045.jpg,real,,grilleing eggplies with eggplies,0,32,,
E:\Project\Fake News Detection\images\real\4048.jpg,real,,a woman with red blood and her hands holding a blood tube,0,57,,
E:\Project\Fake News Detection\images\real\4051.jpg,real,,a man and woman are walking through a hallway with luggage,0,58,,
E:\Project\Fake News Detection\images\real\4056.jpg,real,MM,a wooden shoe rack with many pairs of shoes,2,43,0.07925766,
E:\Project\Fake News Detection\images\real\4063.jpg,real,,a woman sitting on the floor in front of a heater,0,49,,
E:\Project\Fake News Detection\images\real\4067.jpg,real,Gianfa AciG1C T atxa 4pf5 ~z QAtIOnal eMergency  SERVICE 999,a woman in a blue shirt and headphones with the words emergency service 99,60,74,0.425355375,
E:\Project\Fake News Detection\images\real\4073.jpg,real,,a woman looking at her face in the mirror,0,41,,
E:\Project\Fake News Detection\images\real\4078.png,real,,rose essential oil - rose essential oil,0,39,,
E:\Project\Fake News Detection\images\real\4090.jpg,real,,a group of people standing in front of a statue,0,47,,
E:\Project\Fake News Detection\images\real\4106.png,real,,a man in a blue shirt and glasses standing in front of a building,0,65,,
E:\Project\Fake News Detection\images\real\4108.png,real,Unter UNIVERSII INNOVATUE IDE CONT InteR UniversiTY IDEA CONTEST-2018 Pay CHAMPION Dale: 12.12.2018 Fiftcen = Tousnd Tak: = Only 15000.00 Te4* DumSECbRE-ie^ (Ju) ah; 72l% AuthonTed [ORGANIZED S gnature BY:,a group of men standing around a large check,205,44,0.120045364,
E:\Project\Fake News Detection\images\real\411.jpg,real,,the supreme court in new delhi,0,30,,
E:\Project\Fake News Detection\images\real\4134.jpg,real,63T31 Tafanne$,the logo of the university of science and technology,14,52,0.149302393,
E:\Project\Fake News Detection\images\real\4144.jpg,real,,a group of people standing around a fire,0,40,,
E:\Project\Fake News Detection\images\real\4145.jpg,real,RsIT convoc Tiv408201,graduates throwing their caps in the air,21,40,-0.055369958,
E:\Project\Fake News Detection\images\real\4146.jpg,real,"AF fic '73tm; 46/ 3re  Jc Kr A1 Ipl 17nt,",a man writing on a wall with a marker,41,37,0.087580487,
E:\Project\Fake News Detection\images\real\4154.png,real,,a group of people sitting in front of a building,0,48,,
E:\Project\Fake News Detection\images\real\4160.jpg,real,,a white building with a fountain in front of it,0,47,,
E:\Project\Fake News Detection\images\real\4167.jpg,real,,a cow with horns,0,16,,
E:\Project\Fake News Detection\images\real\4178.jpg,real,Qallli,a white fence with a bunch of flowers on it,6,43,0.031259909,
E:\Project\Fake News Detection\images\real\4180.jpg,real,,a man with a beard and a white shirt is talking to the camera,0,61,,
E:\Project\Fake News Detection\images\real\4184.jpg,real,,a man sitting in front of a painting,0,36,,
E:\Project\Fake News Detection\images\real\4189.jpg,real,,a person typing on a laptop with two dice,0,41,,
E:\Project\Fake News Detection\images\real\42.jpg,real,Ml 6 #,google and facebook logos,6,25,0.076281764,
E:\Project\Fake News Detection\images\real\4201.jpg,real,Aet 311p13T ererron@ 11 71 774oo7i acT calAfetdtt ETT,a sign that is hanging on the side of a building,53,48,0.03502202,
E:\Project\Fake News Detection\images\real\4203.jpg,real,"Live AQI"" global major cty ranking May 5 2026 08,0-09,00 World most polluted cty What ciry has ena Worst air quality? MajoR City AQi""US Live Dhaka, Bang adesh Chaka 769 Kuwait City 157 Celni 155 2025 Loni, India Baghdad 154 Chengdu 151 Karacni 18 World dleanest cty Wha: city has tne best air quality? Beijing 122 Kabul 119 Live Copenhagen, Denmark Kinshasa 98 10 Manama 2025 Nieuwoudtville South Africa Live ranking",the dashboard screen shows the time and location of the countries,416,65,0.135960221,
E:\Project\Fake News Detection\images\real\4205.jpg,real,Gfcpat p(is Rp9o/67 Dat 4i6o 3089 Dhaka Medical College Hespital Teraea1'01S1>1] Emergency Department,the entrance to dha medical college hospital,101,44,0.425199866,
E:\Project\Fake News Detection\images\real\4218.jpg,real,,a bus is burning in the street,0,30,,
E:\Project\Fake News Detection\images\real\4228.jpg,real,,a woman in a blue sari sari sari sari sari sari sari sari sari sari sari sar,0,76,,
E:\Project\Fake News Detection\images\real\424.jpeg,real,47 / 49t (7X TaTt 43 RAJ Mirpor,a crowd of people wearing caps and holding microphones,31,54,-0.077684075,
E:\Project\Fake News Detection\images\real\4240.jpg,real,Ky,"the logo for the tv series, ' the devil '",2,41,0.069353059,
E:\Project\Fake News Detection\images\real\4249.jpg,real,,a woman in a black dress standing next to a lake,0,48,,
E:\Project\Fake News Detection\images\real\4254.jpg,real,,a woman standing in front of a window,0,37,,
E:\Project\Fake News Detection\images\real\4257.jpg,real,,"the president of india and his wife, shria",0,42,,
E:\Project\Fake News Detection\images\real\4259.jpg,real,,a woman in a green sari sari,0,28,,
E:\Project\Fake News Detection\images\real\426.jpg,real,,a large ship in the ocean with a boat in the background,0,55,,
E:\Project\Fake News Detection\images\real\4264.jpg,real,,shah shah and shah shah,0,23,,
E:\Project\Fake News Detection\images\real\4266.jpg,real,,a woman standing on the beach in a blue dress,0,45,,
E:\Project\Fake News Detection\images\real\4274.jpg,real,,a woman with long hair,0,22,,
E:\Project\Fake News Detection\images\real\4281.jpg,real,,salman khan and salman khan are seen in this still - unseen video,0,65,,
E:\Project\Fake News Detection\images\real\4285.jpg,real,,a woman in a black dress standing on a balcony,0,46,,
E:\Project\Fake News Detection\images\real\4286.jpg,real,Jther posts Niloy Alamgir 3h 7IT FaT 75 aTl Tto T1to O1< ORAIT 48316 (AJIY R7GRG PrA 98316fi8| O1T < f3 78 z9f6a 77 8.5K 944 213 View more comments tny CNTTAT C{TCTT 4R ~RTITT 3h Like Reply,a man in white shirt and sunglasses sitting on a chair,189,54,0.006941245,
E:\Project\Fake News Detection\images\real\4296.jpg,real,,the cast of the film ' s cannes premieres,0,41,,
E:\Project\Fake News Detection\images\real\4300.jpg,real,,anusha mukherjee in a still - life video,0,40,,
E:\Project\Fake News Detection\images\real\4302.jpg,real,,a man in a black jacket and red shirt holding a microphone,0,58,,
E:\Project\Fake News Detection\images\real\4318.jpg,real,,actor person poses for a profile during the promotion of his upcoming film ' person ' on april 15 2017 in mumbai india,0,118,,
E:\Project\Fake News Detection\images\real\432.jpg,real,,a man in a suit and tie,0,23,,
E:\Project\Fake News Detection\images\real\4324.jpg,real,3z 1 46ngr ITizaanl 7030,a woman is handing a bag to a man,24,33,0.050743829,
E:\Project\Fake News Detection\images\real\433.jpg,real,,a man in a suit and tie,0,23,,
E:\Project\Fake News Detection\images\real\4333.jpg,real,,a woman is seen in a hospital bed,0,33,,
E:\Project\Fake News Detection\images\real\434.jpg,real,74414 fet Taoaiz 9,bangladesh bank logo,18,20,0.230335072,
E:\Project\Fake News Detection\images\real\4350.jpg,real,,a man sitting on a rock in the water,0,36,,
E:\Project\Fake News Detection\images\real\4357.jpg,real,,a man in a suit and tie speaking into microphones,0,49,,
E:\Project\Fake News Detection\images\real\4359.jpg,real,"1a& *64 4tv Jele 71(G7""& 6440 Afoctron 913",a man holding a plaque with a woman in front of him,42,51,0.021844311,
E:\Project\Fake News Detection\images\real\436.jpeg,real,Qiy Qioie+ 6755 (MimC) 4 Snict bald,two men sitting at a table with drinks,35,38,-0.085940599,
E:\Project\Fake News Detection\images\real\4360.jpg,real,,a person laying on the ground with their hands on their knees,0,61,,
E:\Project\Fake News Detection\images\real\439.jpeg,real,"9pia *Ialz {17vi TrN 7475,40 Tarqt 770r 7y9i*14",pm modi meets pm modi in the meeting room,47,41,0.109056041,
E:\Project\Fake News Detection\images\real\4391.jpg,real,,two women who were raped in a car,0,33,,
E:\Project\Fake News Detection\images\real\4392.jpg,real,,"a bunch of carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrots, carrot",0,125,,
E:\Project\Fake News Detection\images\real\4415.jpg,real,WhatsApp_ @lelta G1I sprallgka alaazs,whatsawhathate whatsawhate whatsawhate whatsawhate whatsahate whatsahat,37,71,0.321490169,
E:\Project\Fake News Detection\images\real\4423.jpg,real,T+IA drecllthI vIndIfat we afFIcl BANGLADESH PUBLIC SERVICE COMMISSION @lelta G1I sprallgka alaazs aasiog} 4t8s71c7,bangladesh bank,115,15,0.583933711,
E:\Project\Fake News Detection\images\real\4434.jpg,real,@lelta G1I sprallgka alaazs,kiya kiya kiya kiya kiya kiya kiya kiya kiya kiya kiya kiya kiya kiya,27,69,0.084789172,
E:\Project\Fake News Detection\images\real\4438.jpg,real,A Aota J TikTok @lelta G1I sprallgka alaazs,tik mobile app,43,14,0.369777948,
E:\Project\Fake News Detection\images\real\4444.jpg,real,@lelta G1I sprallgka a1aa4s5,a man is taking a shower with water,28,35,0.023196964,
E:\Project\Fake News Detection\images\real\4448.jpg,real,@lelta G1I sprallgka alaazs,two green onions on a wooden cutting board,27,42,0.032094676,
E:\Project\Fake News Detection\images\real\4454.jpg,real,@lelta G1I sprallgka alaazs,hair loss treatment in hindi,27,28,0.155083999,
E:\Project\Fake News Detection\images\real\4455.jpg,real,@lelta G1I sprallgka alaazs,cbse class 10 exam result,27,25,0.195792958,
E:\Project\Fake News Detection\images\real\4456.jpg,real,@lelta G1I sprallgka alaazs,a woman holding a pile of sweaters,27,34,0.025273489,
E:\Project\Fake News Detection\images\real\4472.jpg,real,Government of the People' s Republic of Bangladesh Directorate of Primary Education Ra Pasonono Dornloud Adinit Card By SSC Roll Boardy SSC Roll No:: Rannol SSC Pass Ycnn Gmer DOWNLOAD ADMIT CARD Call Center ( 9 AM-5 PM; SAT- THU) @lelta G1I sprallgka alaazs,assam government recruitment recruitment,258,40,0.189238697,
E:\Project\Fake News Detection\images\real\45.jpg,real,WIKIMEDIA DnGLDESH,three men in blue shirts and glasses,18,36,0.04295842,
E:\Project\Fake News Detection\images\real\4503.jpg,real,Ollla @R si9dlgda alaazs,a bee flying in the air with the words ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ',24,100,0.091571949,
E:\Project\Fake News Detection\images\real\4509.jpg,real,@lelta G1I sprallgka alaazs,a man eating a sandwich with the words ' eat ',27,46,0.032144424,
E:\Project\Fake News Detection\images\real\4516.jpg,real,Ollla @R si9dlgda alaazs,honey powder in hindi,24,21,0.14011237,
E:\Project\Fake News Detection\images\real\452.jpg,real,27165 6 9 credit CARD Lrtol? 3956 0y JJJ 2 e 2,a person is paying a credit card from a person ' s hand,46,55,0.356177747,
E:\Project\Fake News Detection\images\real\4521.jpg,real,0 f @lelta G1I sprallgka alaazs,what is the best way to use whatsawhate in hindi?,31,49,0.155696318,
E:\Project\Fake News Detection\images\real\4528.jpg,real,@lelta G1I sprallgka alaazs,a radio tower with a blue sky in the background,27,47,0.114955589,
E:\Project\Fake News Detection\images\real\4532.jpg,real,@lelta G1I sprallgka alaazs,a couple taking a selfie self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,27,179,0.125685588,
E:\Project\Fake News Detection\images\real\4541.jpg,real,@lelta G1I sprallgka alaazs,a woman with dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread,27,120,0.060610089,
E:\Project\Fake News Detection\images\real\4556.jpg,real,TV start 374 Ux& <0176444 58 37244 43 STurz fet44 F57 TVcZrour (For the Time Being) 3t.772a1o3arita 4Ue # JAtmt nx4-5ciq siclec I: Brafa @S11*T SHEY f prniy @lelta G1I sprallgka alaazs,a video of the meeting held by the bjp party in delhi,184,53,0.226402193,
E:\Project\Fake News Detection\images\real\4557.jpg,real,@lelta G1I sprallgka alaazs,a woman filling petrol into her car,27,35,0.013617963,
E:\Project\Fake News Detection\images\real\4559.jpg,real,Ron <149ul3 @lelta G1I sprallgka alaazs,a crowd of people are seen in a bus,39,35,0.017530806,
E:\Project\Fake News Detection\images\real\4573.jpg,real,SretchIG International Day for Street Children 2026 202 Banglades tonal Museum  Nol Unish @lelta G1I sprallgka alaazs,the international day for children 2020,117,39,0.651989162,
E:\Project\Fake News Detection\images\real\4577.jpg,real,Ollla @R si9dlgda alaazs,a group of people cutting a ribbon at a ceremony,24,48,0.008138893,
E:\Project\Fake News Detection\images\real\4582.jpg,real,@lelta G1I sprallgka alaazs,fire breaks through a building in mumbai,27,40,0.079715349,
E:\Project\Fake News Detection\images\real\4587.jpg,real,Joniet Hat e @lelta G1I sprallgka alaazs,a busy street filled with cars and people,40,41,0.054252312,
E:\Project\Fake News Detection\images\real\4590.jpg,real,"@lelta G1I sprallgka 56312007, alaazs",ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru,37,83,0.142158955,
E:\Project\Fake News Detection\images\real\4592.jpg,real,@lelta G1I sprallgka alaazs,a view of the city of ahmedabad with the words ' delhi ' in hindi,27,65,0.086820111,
E:\Project\Fake News Detection\images\real\4595.jpg,real,@lelta G1I sprallgka alaazs,a woman standing in front of a market,27,37,0.110455185,
E:\Project\Fake News Detection\images\real\4598.jpg,real,6 OIL 0 OIL a1aa4s5 @lelta G1I sprallgka,petrol prices in india,40,22,0.286523581,
E:\Project\Fake News Detection\images\real\46.jpg,real,VISioN 18W Redri C11 redime 3,the new smartphones are available in various colors,29,51,0.206615999,
E:\Project\Fake News Detection\images\real\4610.jpg,real,@lelta G1I sprallgka alaazs c,a ship in the ocean with a large tanker,29,39,0.0579466,
E:\Project\Fake News Detection\images\real\4611.jpg,real,diaIa friaw1e4 @lelta G1I sprallgka UNIVERSITY OF BARISA a1ala7s5,the university of bihar,65,23,0.404061407,
E:\Project\Fake News Detection\images\real\464.jpg,real,,a man with a beard and glasses,0,30,,
E:\Project\Fake News Detection\images\real\4642.jpg,real,"Eastem Univergity and Insurant Hangladesh Ien Emamc"" FHna Ollla @R si9dlgda alaazs",a group of men sitting at a table with a banner in the background,82,65,0.039596234,
E:\Project\Fake News Detection\images\real\4662.jpg,real,@lelta G1I sprallgka a1aa4s5,a crowd of people in a room with a banner,28,41,0.092138201,
E:\Project\Fake News Detection\images\real\4664.jpg,real,@lelta G1I sprallgka alaazs,a woman sitting at a table with a glass of wine,27,47,0.140857756,
E:\Project\Fake News Detection\images\real\4668.jpg,real,@lelta G1I sprallgka alaazs,a man in a white shirt and a red and white shirt with the words ' ' ' ' ' ',27,75,0.101145782,
E:\Project\Fake News Detection\images\real\4684.jpg,real,@lelta G1I sprallgka a1aa4s5,gold jewellery in india,28,23,0.140883639,
E:\Project\Fake News Detection\images\real\4688.jpg,real,@lelta G1I sprallgka alaazs,oil extraction machine,27,22,0.063247308,
E:\Project\Fake News Detection\images\real\4691.jpg,real,@lelta G1I sprallgka alaazs,a man and woman are standing in front of a building,27,51,0.107077159,
E:\Project\Fake News Detection\images\real\4697.jpg,real,@lelta G1I sprallgka alaazs,a woman in a gold dress is surrounded by people,27,47,0.045875542,
E:\Project\Fake News Detection\images\real\4709.jpg,real,Fet 3766t 064 @lelta G1I sprallgka alaazs,a man is riding a rick cart through a flooded street in dhaka,41,61,0.056398556,
E:\Project\Fake News Detection\images\real\4723.jpg,real,"EplTal Salic JTTt {rsit %4 2if3it| ciaIa aart, @lelta G1I sprallgka alaazs",a man is seen in the middle of a street in mumbai,74,49,0.120687552,
E:\Project\Fake News Detection\images\real\4739.jpg,real,@lelta G1I sprallgka alaazs,a girl with a guitar and a microphone,27,37,0.031446364,
E:\Project\Fake News Detection\images\real\474.jpg,real,,two men shaking hands in front of a wooden wall,0,47,,
E:\Project\Fake News Detection\images\real\4756.jpg,real,@lelta G1I sprallgka alaazs,a woman in a yellow dress sitting on a bench next to a man in a black suit,27,74,-0.006269528,
E:\Project\Fake News Detection\images\real\4761.jpg,real,@lelta G1I sprallgka alaazs,a man is lying in a hospital bed,27,32,0.024805054,
E:\Project\Fake News Detection\images\real\4773.jpg,real,@lelta G1I sprallgka alaazs,a video of a man speaking in a speech,27,37,0.104035117,
E:\Project\Fake News Detection\images\real\4776.jpg,real,@lelta G1I sprallgka alaazs,a man with a beard and a beard in a green background,27,52,0.039353229,
E:\Project\Fake News Detection\images\real\478.jpg,real,,president donald trump arrives at the airport in washington on monday,0,69,,
E:\Project\Fake News Detection\images\real\4789.jpg,real,@lelta G1I sprallgka a1aa4s5,a large number of shipping containers are stacked up in the port,28,64,0.032779392,
E:\Project\Fake News Detection\images\real\4790.jpg,real,N 'TERSER ` MEgaSTAR Shakib KHAN In&AS RELEASE DURING EId-UL-ADHA 2026 alaazs ROCKSTAR @lelta G1I sprallgka,the song of the upcoming movie ' tash ' is out,107,46,0.251323044,
E:\Project\Fake News Detection\images\real\4791.jpg,real,Ollla @R si9dlgda alaazs,petrol prices in india,24,22,0.060114652,
E:\Project\Fake News Detection\images\real\480.jpg,real,JaaU AkcIki ] JJrh mn AclkA JVA0 akedrhn,a man standing on a stage with a microphone,40,43,0.036215477,
E:\Project\Fake News Detection\images\real\4800.jpg,real,@lelta G1I sprallgka alaazs,the bjp party is taking a stand in the village,27,46,0.162872776,
E:\Project\Fake News Detection\images\real\4806.jpg,real,SHAKTO 99 aa @lelta G1I sprallgka alaazs,"bangladesh vs pakistan, 2nd test match, day 3, day 3",40,52,0.202177972,
E:\Project\Fake News Detection\images\real\4820.jpg,real,MUSHFIQUR 15 36 @lelta G1I sprallgka alaazs,"bangladesh vs bangladesh, 2nd test match, day 3",43,47,0.205673486,
E:\Project\Fake News Detection\images\real\4828.jpg,real,Ollla @R si9dlgda alaazs,a woman in a blue and red outfit is holding a pole,24,50,-0.019198325,
E:\Project\Fake News Detection\images\real\4834.jpg,real,JHANTO 99 @lelta G1I sprallgka alaazs,"bangladesh vs bangladesh, 3rd test match, day 3",37,47,0.227226555,
E:\Project\Fake News Detection\images\real\4837.jpg,real,Mls ONiIAIt @lelta G1I sprallgka alaazs,"bjp party leader, bharat singh singh singh singh singh singh singh singh singh singh singh singh singh singh singh",39,114,0.090222418,
E:\Project\Fake News Detection\images\real\484.jpg,real,,a group of people posing for a photo in front of a building,0,59,,
E:\Project\Fake News Detection\images\real\4844.jpg,real,HARDE  Vch 2( Detoia Tovota SHORT 5 IOLIS 48 @lelta G1I sprallgka alaazs,the pakistan team celebrating after winning the match,72,53,0.044566691,
E:\Project\Fake News Detection\images\real\4847.jpg,real,Ollla @R si9dlgda alaazs,a woman standing in front of a tree with flowers,24,48,0.065354548,
E:\Project\Fake News Detection\images\real\4860.jpg,real,Daa] Mona Nand rztfarai *1 41/+3 1rs] 5f& aiforaia 5tf @lelta G1I sprallgka alaazs,a protest in mumbai against the citizenship act,82,47,0.097191676,
