image_path,label,ocr_text,caption,ocr_length,caption_length,similarity_score,error
E:\Project\Fake News Detection\images\real\4595.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,a woman standing in front of a market,35,37,-0.004951799,
E:\Project\Fake News Detection\images\real\4598.jpg,real,( 0 আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না ম ম,petrol prices in india,43,22,0.195273459,
E:\Project\Fake News Detection\images\real\46.jpg,real,"2021 Redmi 4|1 C11 """,the new smartphones are available in various colors,20,51,0.167474568,
E:\Project\Fake News Detection\images\real\4610.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা মল,a ship in the ocean with a large tanker,36,39,0.062351916,
E:\Project\Fake News Detection\images\real\4611.jpg,real,বরিশাল_বিশ্ববিদ্যালয় UNIVERSIIYOEBARISAL আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম,the university of bihar,74,23,0.422390401,
E:\Project\Fake News Detection\images\real\464.jpg,real,,a man with a beard and glasses,0,30,,
E:\Project\Fake News Detection\images\real\4642.jpg,real,Eastem University আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,a group of men sitting at a table with a banner in the background,53,65,0.07675837,
E:\Project\Fake News Detection\images\real\4662.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,a crowd of people in a room with a banner,35,41,0.07091406,
E:\Project\Fake News Detection\images\real\4664.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ সন ম ম,a woman sitting at a table with a glass of wine,37,47,0.113191217,
E:\Project\Fake News Detection\images\real\4668.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,a man in a white shirt and a red and white shirt with the words ' ' ' ' ' ',35,75,0.093470395,
E:\Project\Fake News Detection\images\real\4684.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না মা মল,gold jewellery in india,41,23,0.089147568,
E:\Project\Fake News Detection\images\real\4688.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,oil extraction machine,34,22,0.104875877,
E:\Project\Fake News Detection\images\real\4691.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,a man and woman are standing in front of a building,34,51,0.018823778,
E:\Project\Fake News Detection\images\real\4697.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা মল,a woman in a gold dress is surrounded by people,36,47,-0.054997839,
E:\Project\Fake News Detection\images\real\4709.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মন ম ম,a man is riding a rick cart through a flooded street in dhaka,37,61,0.096786246,
E:\Project\Fake News Detection\images\real\4723.jpg,real,"বাংলাদে পুালশ পূর্ব থানা মেট্রোপ পুলিশ, ঢ় আমাদের ভাষা গণমানুষের মানবকণ্ঠ উত্তরা ঘ১9 ম ম",a man is seen in the middle of a street in mumbai,88,49,0.096273564,
E:\Project\Fake News Detection\images\real\4739.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,a girl with a guitar and a microphone,35,37,0.028636593,
E:\Project\Fake News Detection\images\real\474.jpg,real,,two men shaking hands in front of a wooden wall,0,47,,
E:\Project\Fake News Detection\images\real\4756.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম০না ম ম,a woman in a yellow dress sitting on a bench next to a man in a black suit,43,74,0.019763857,
E:\Project\Fake News Detection\images\real\4761.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,a man is lying in a hospital bed,34,32,-0.050432228,
E:\Project\Fake News Detection\images\real\4773.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,a video of a man speaking in a speech,35,37,0.089587025,
E:\Project\Fake News Detection\images\real\4776.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম,a man with a beard and a beard in a green background,32,52,-0.000945153,
E:\Project\Fake News Detection\images\real\478.jpg,real,,president donald trump arrives at the airport in washington on monday,0,69,,
E:\Project\Fake News Detection\images\real\4789.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ঞন ম ম,a large number of shipping containers are stacked up in the port,37,64,0.04037831,
E:\Project\Fake News Detection\images\real\4790.jpg,real,0 U N T RELEASEDURING EID-UL-ADHA 2026 আমাদের ভাষা গণমানুষের মানবকণ্ঠ ১9 মা ম,the song of the upcoming movie ' tash ' is out,77,46,0.131923795,
E:\Project\Fake News Detection\images\real\4791.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,petrol prices in india,34,22,0.197887674,
E:\Project\Fake News Detection\images\real\480.jpg,real,,a man standing on a stage with a microphone,0,43,,
E:\Project\Fake News Detection\images\real\4800.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,the bjp party is taking a stand in the village,34,46,0.345647752,
E:\Project\Fake News Detection\images\real\4806.jpg,real,SHAITO 99 রবি আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম০না মা,"bangladesh vs pakistan, 2nd test match, day 3, day 3",56,52,0.199210688,
E:\Project\Fake News Detection\images\real\4820.jpg,real,>রবি আমাদের ভাষা গণমানুষের মানবকণ্ঠ IIUSHFIQUR 15 মনা ম মল,"bangladesh vs bangladesh, 2nd test match, day 3",58,47,0.194459587,
E:\Project\Fake News Detection\images\real\4828.jpg,real,আমাদের ভাষা গণমানুষের 9/ মানবকণ্ঠ ঞন,a woman in a blue and red outfit is holding a pole,36,50,-0.048582189,
E:\Project\Fake News Detection\images\real\4834.jpg,real,99 পরবি আমাদের ভাষা গণমানুষের মানবকণ্ঠ SHANTO মনা ম০না মা মল,"bangladesh vs bangladesh, 3rd test match, day 3",60,47,0.174102455,
E:\Project\Fake News Detection\images\real\4837.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ঞনা ম ম,"bjp party leader, bharat singh singh singh singh singh singh singh singh singh singh singh singh singh singh singh",38,114,0.311578274,
E:\Project\Fake News Detection\images\real\484.jpg,real,,a group of people posing for a photo in front of a building,0,59,,
E:\Project\Fake News Detection\images\real\4844.jpg,real,79 SHORT rovo^ 5 আমাদের ভাষা গণমানুষের মানবকণ্ঠ oI^ মনা ম মল,the pakistan team celebrating after winning the match,60,53,0.117526792,
E:\Project\Fake News Detection\images\real\4847.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না ম,a woman standing in front of a tree with flowers,37,48,0.0999697,
E:\Project\Fake News Detection\images\real\4860.jpg,real,ধ| চুক্তি বাতিলেব দাসিয আমাদের ভাষা গণমানুষের মানবকণ্ঠ বাণিজা ম মল,a protest in mumbai against the citizenship act,66,47,-0.046508159,
E:\Project\Fake News Detection\images\real\4866.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,a man in a suit and tie with the words ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ',35,98,0.088782378,
E:\Project\Fake News Detection\images\real\4876.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ১g মনা মা ম,a woman in a blue dress and a man in a blue shirt,42,49,-0.011174215,
E:\Project\Fake News Detection\images\real\4901.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ৩১গ ম০না ম মল,trump and xi meet in china,44,26,-0.010330787,
E:\Project\Fake News Detection\images\real\4904.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মন মা মল,a girl in a yellow top and blue skirt,39,37,0.062139709,
E:\Project\Fake News Detection\images\real\4905.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,a woman in a blue dress sitting on a white chair,35,48,0.056636747,
E:\Project\Fake News Detection\images\real\4911.jpg,real,দ বঁধুয়ার গঢ] আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,the bigg show with the contestants,48,34,0.035695624,
E:\Project\Fake News Detection\images\real\4921.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ১ মনা ম,a green building with a tree in front of it,38,43,0.061835855,
E:\Project\Fake News Detection\images\real\4927.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম মল,a group of people in protective gear standing in a field,39,56,-0.01326903,
E:\Project\Fake News Detection\images\real\4935.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম ম,a video of the syrian army in the syrian city of aleppo,38,55,0.075048387,
E:\Project\Fake News Detection\images\real\4962.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না ম ম,a man is seen in this image of a fake fake fake fake fake fake fake fake fake fake fake fake,39,92,0.022545112,
E:\Project\Fake News Detection\images\real\497.jpg,real,,a group of people standing in a street,0,38,,
E:\Project\Fake News Detection\images\real\4972.jpg,real,১বি | রবি আমাদের ভাষা গণমানুষের মানবকণ্ঠ রবি ম০না ম ম,bangladesh cricket team celebrating after winning the match,53,59,0.146902636,
E:\Project\Fake News Detection\images\real\4974.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম,trump ' s speech at the inauguration,32,36,0.068494648,
E:\Project\Fake News Detection\images\real\4979.jpg,real,80 আমাদের ভাষা গণমানুষের মানবকণ্ঠ রবি ; মনা ম মল,"bangladesh vs bangladesh, 3rd test, day 3, day 3",48,48,0.183549464,
E:\Project\Fake News Detection\images\real\4990.jpg,real,সবাদী দল আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম ম,the bjp party has been to be in the polls,47,41,0.383317053,
E:\Project\Fake News Detection\images\real\4994.jpg,real,'|9! @I9!! ICIIII আমাদের ভাষা গণমানুষের মানবকণ্ঠ ঞন ম ম,a man in a suit sitting at a desk with a microphone,55,51,0.01231375,
E:\Project\Fake News Detection\images\real\5.jpg,real,"Global Brand Awards 2025 UAITON DIGITGC| Walton Digi-Tech Industries Ltd Most TrustedIT & Electronics Munufacturer Bangludesh, 2025",the award for best digital media in the world,131,45,0.464040279,
E:\Project\Fake News Detection\images\real\5003.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ১9,power lines and electricity towers in hindi,33,43,0.243651971,
E:\Project\Fake News Detection\images\real\5009.jpg,real,রবি আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম০না ম ম,"bangladesh vs bangladesh, match match, match match, match match, match match, match match, match match",47,102,0.188457876,
E:\Project\Fake News Detection\images\real\5017.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,a woman is lying in a hospital bed,35,34,-0.033973657,
E:\Project\Fake News Detection\images\real\502.jpg,real,"মাননীয় প্রধানম চযারম্যান, বাং মোঃ হসদ সদস্য ২ সদস্য, আয়োজনে: উপ","bjp candidate in gujarat, says bjp is not a candidate",63,53,0.307983518,
E:\Project\Fake News Detection\images\real\5034.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,the first look of the upcoming movie is here,35,44,0.079217486,
E:\Project\Fake News Detection\images\real\5054.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ২১9 ম০না মা মল,a woman in a hospital room with a man in the background,45,55,0.029921221,
E:\Project\Fake News Detection\images\real\5055.jpg,real,গণপ্রজাতন্ত্রী বাংলাদেশ সরকার 5 সন ১২৩৪৫৬৭ পাঁচ টাকা সংন১৩৪৫৬৭ আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম মল,the new currency in bangladesh,98,30,0.203979343,
E:\Project\Fake News Detection\images\real\5057.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ৩১গ ম,a man in glasses and a blue shirt sits at a table with a laptop,36,63,0.096639752,
E:\Project\Fake News Detection\images\real\5081.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম,a woman is seen in a photo of her family in the village of uttar,32,64,0.212494567,
E:\Project\Fake News Detection\images\real\5084.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,iran fans in the stands at the stadium,34,38,0.015486141,
E:\Project\Fake News Detection\images\real\5088.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ 9 1000 মনা ম ম,ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru ru,45,83,0.145842627,
E:\Project\Fake News Detection\images\real\5105.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম মল,a bus is stopped at a busy street in bangladesh,39,47,0.155169144,
E:\Project\Fake News Detection\images\real\5109.jpg,real,,default default default default default default default default default default default default default default default default default default default default default,0,167,,
E:\Project\Fake News Detection\images\real\5112.jpg,real,ায় হাম উপসর্গ আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম,a woman sitting on a bed next to a child,47,40,0.073791333,
E:\Project\Fake News Detection\images\real\512.jpeg,real,"Vision #y 16, 2026 10:30 AM Telecom Future: NeW ৫overnmment's",a man standing at a podium with a microphone,61,44,0.094128989,
E:\Project\Fake News Detection\images\real\514.jpg,real,,a group of people walking down a street in the rain,0,51,,
E:\Project\Fake News Detection\images\real\5148.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০ন ম ম,a train that is on the tracks with people walking around,38,56,0.093165487,
E:\Project\Fake News Detection\images\real\5157.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,a man in a military uniform salutes his hat,34,43,-0.081631221,
E:\Project\Fake News Detection\images\real\516.jpg,real,,a helicopter is being lowered by a man,0,38,,
E:\Project\Fake News Detection\images\real\5162.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মন মা মল,a jet flying through the sky with a blue sky background,39,55,0.088551305,
E:\Project\Fake News Detection\images\real\5166.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ 9|0 ষত্ত্য ম ম,a woman is surrounded by a crowd of students in dhaka,45,53,0.159776583,
E:\Project\Fake News Detection\images\real\5180.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম০না ম ম,a road with a sign that says ' no to the road ',43,47,0.122962028,
E:\Project\Fake News Detection\images\real\5184.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম ম,a group of people standing around a pile of sandbags,34,52,0.096231394,
E:\Project\Fake News Detection\images\real\519.jpg,real,,a man is loading a large pile of luggage,0,40,,
E:\Project\Fake News Detection\images\real\5212.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ৩১গ ন ম মল,the bangladesh women ' s cricket team posing for a photo,41,56,0.102663182,
E:\Project\Fake News Detection\images\real\5219.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না ম মল,a man in a white outfit stands in front of a building,40,53,-0.031643365,
E:\Project\Fake News Detection\images\real\5227.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা,a road with a tree that has fallen down,33,39,0.119204454,
E:\Project\Fake News Detection\images\real\5228.jpg,real,অপটিকস শ মিরপুর্ে রামিসাসহ সারাদেশে নার্নী শিশড ধর্ষণ খুন নির্যাতনে জড়িতদেন মা গণপরিবহনে নাম্নীদের নিরাপত্তা নিশ্চ্চিত কম্প ! আমাদের ভাষা গণমানুষের মানবকণ্ঠ ১g ম ম,a group of people holding a banner in the street,163,48,0.021078199,
E:\Project\Fake News Detection\images\real\5231.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ ম০না মা ম,the man who is the best man in the world?,40,41,0.126846448,
E:\Project\Fake News Detection\images\real\5233.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মল,a woman in a pink scarf holds a baby,33,36,0.079056382,
E:\Project\Fake News Detection\images\real\5241.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মনা ম মল,a crowd of people standing in front of a building,39,49,0.038354371,
E:\Project\Fake News Detection\images\real\5258.jpg,real,$ আমাদের ভাষা গণমানুষের মানবকণ্ঠ ংলাদেশ ব্যাংঠ মনা ম০না ম ম,money in bangladesh,59,19,0.24562408,
E:\Project\Fake News Detection\images\real\5260.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ সনা ম মল,a man in a white shirt and sunglasses is standing in front of a white wall with a red and blue,39,94,-0.032563411,
E:\Project\Fake News Detection\images\real\5268.jpg,real,আমাদের ভাষা গণমানুষের মানবকণ্ঠ মা ম,a crowd of people walking down a street at night,35,48,0.122947618,
E:\Project\Fake News Detection\images\real\5292.png,real,,a man and woman standing next to each other people,0,50,,
E:\Project\Fake News Detection\images\real\5297.png,real,সড়ক দুর্ঘটনা,a road with a sign that says no to the road,12,43,0.152008861,
E:\Project\Fake News Detection\images\real\5298.png,real,FRECI TLPII,bjp supporters burn a box of petrol during a protest in new delhi on tuesday,11,76,-0.005824141,
E:\Project\Fake News Detection\images\real\5300.png,real,,a street intersection with a crosswalk and a traffic light,0,58,,
E:\Project\Fake News Detection\images\real\5302.png,real,,a woman casts her ballot at a polling station in mumbai,0,55,,
E:\Project\Fake News Detection\images\real\5305.png,real,,a man is seen in a crowded street in mumbai,0,43,,
E:\Project\Fake News Detection\images\real\5308.png,real,"বাম গণতান্ত্রিক জোট, বাংলাদেশ জাসদ, ফ্যাসিবাদ বিরোধী বাম মোর্চা প্রেস বিজ্ঞপ্তি/ ৪ আগস্ট ২০২৪ দলসমূহের সভা অনুষ্ঠিত এখনই পদত্যাগ করে অন্তবর্তী সরকারের কাছে ক্ষমতা হস্তান্তর করুন বাম গণতাম্ত্রিক জোট; ফ্যাসিবাদ বিরোধী বাম মোর্চা ও বাংলাদেশ জাসদ নেতৃবৃন্দের এক সভা আজ ৪ সমন্বয়ক ও বাসদের সাধারণ সম্পাদক কমরেড বজলুর রশীদ ফিরোজের সভাপতিত্বে অনুষ্ঠিত সভায় মুশতাক হোসেন; বিপ্লবী কমিউনিস্ট লীগের সাধারণ সম্পাদক ইকবাল কবির জাহিদ; গণতাম্ত্রিক বিপ্লবী পার্টি সাধারণ সম্পাদক মোশরেফা বাসদ (মার্কসবাদী) সমন্বয়ক মাসুদ রানা, সমাজতাম্ত্রিক পার্টির রুবেল সিকদার; ফ্যাসিবাদী বিরোধী বাম মোর্চার সমন্বয়ক নয়াগণতাম্ত্রিক গণমোরচার সভাপতি জাফর হোসেন, সাম্যবাদী আন্দোলনের বেলাল চৌধুরী, গণমুক্তি ইউনিয়নের আহ্বায়ক নাসির উদ্দিন নাসু, জাতীয় গণতাম্ত্রিক গণমঞ্চের সভাপতি মাসুদ খান, বাসদ (মাহবুব) মহিন উদ্দিন (মার্কসবাদী) নেতা জয়দ্বীপ ভট্টাচার্য / সভার এক প্রস্তাবে আজও সারা দেশে ছাত্র জনতার উপর পুলিশ ছাত্রলীগ-যুবলীগ-আওয়ামী বলা হয়, সরকার পদত্যাগ করতে যতই বিলম্ব করছে প্রাণহানিসহ জানমালের ক্ষয়ক্ষতি ততোই শেখ হাসিনা সরকারকে পদত্যাগ করে অস্তবর্তী সরকারের কাছে ক্ষমতা হস্তাস্তরের জোর দাবি জানানো হয়| বাম মিশু,",the assam text in bengali language,1081,34,0.208761275,
E:\Project\Fake News Detection\images\real\5311.png,real,,people walking on a bridge with a bunch of flowers,0,50,,
E:\Project\Fake News Detection\images\real\5314.png,real,,a group of people in uniforms marching down a street,0,52,,
E:\Project\Fake News Detection\images\real\5331.png,real,সম্নাসরি,a man in a suit and tie speaking at a podium,8,44,0.072845124,
E:\Project\Fake News Detection\images\real\5344.png,real,,a woman in a white outfit stands on a stage with a microphone,0,61,,
E:\Project\Fake News Detection\images\real\5347.png,real,,naji and sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia sonia,0,116,,
E:\Project\Fake News Detection\images\real\5348.png,real,Brexit: isit it? worth,brt is worth?,22,13,0.549535096,
E:\Project\Fake News Detection\images\real\5369.png,real,,a man and woman standing in front of a tree,0,43,,
E:\Project\Fake News Detection\images\real\5370.png,real,দৌড়দুন ফাঁসি চাই ফাসি সুনামগঞ্জ জেলা দোয়া মরামুন,"a protest in the city of lucknow, india",49,39,0.256682843,
E:\Project\Fake News Detection\images\real\5374.png,real,,a boat is on the water near a bridge,0,36,,
E:\Project\Fake News Detection\images\real\5379.png,real,,shah shah ' s first look in the movie,0,37,,
E:\Project\Fake News Detection\images\real\5380.png,real,,a large ship is sailing in the water,0,36,,
E:\Project\Fake News Detection\images\real\5386.png,real,,people are standing on the side of a road,0,41,,
E:\Project\Fake News Detection\images\real\5387.png,real,@ %,a cartoon of two hands reaching over a pile of money,3,52,0.064065881,
E:\Project\Fake News Detection\images\real\539.jpg,real,10! 2 3 |8,a group of people sitting around a table,10,40,0.088199168,
E:\Project\Fake News Detection\images\real\5393.png,real,,a man with red hair and beards,0,30,,
E:\Project\Fake News Detection\images\real\5394.png,real,,a dinosaur in the middle of a forest,0,36,,
E:\Project\Fake News Detection\images\real\5400.png,real,,"the prime of india, shrian singh singh singh singh singh singh singh singh singh singh singh singh singh singh",0,110,,
E:\Project\Fake News Detection\images\real\5405.png,real,,a group of people standing in front of a tent,0,45,,
E:\Project\Fake News Detection\images\real\5407.png,real,,a group of men in military uniforms walking down a runway,0,57,,
E:\Project\Fake News Detection\images\real\541.jpg,real,,a woman in a purple sari,0,24,,
E:\Project\Fake News Detection\images\real\5432.png,real,,a man holding a cricket ball and a bat,0,38,,
E:\Project\Fake News Detection\images\real\5433.png,real,,the old post office in the city of london,0,41,,
E:\Project\Fake News Detection\images\real\5440.png,real,,congress party leader krunal reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy,0,118,,
E:\Project\Fake News Detection\images\real\5446.png,real,,a large ship in the ocean,0,25,,
E:\Project\Fake News Detection\images\real\5464.png,real,,a person holding a handgun in their hand,0,40,,
E:\Project\Fake News Detection\images\real\547.jpg,real,,people are walking down the street with umbrellas,0,49,,
E:\Project\Fake News Detection\images\real\5473.png,real,,two men in suits and ties are standing next to each other men,0,61,,
E:\Project\Fake News Detection\images\real\5477.png,real,,the meeting room of the ministry of the islamic community,0,57,,
E:\Project\Fake News Detection\images\real\5483.png,real,,women in colorful sars stand in a line,0,38,,
E:\Project\Fake News Detection\images\real\5484.png,real,B9060 BRZRR বঙ্গ বাজ্জার Lebara :0 0425,a store with a sign that says bon bar,39,37,0.140672967,
E:\Project\Fake News Detection\images\real\5489.png,real,,trump and hezbollah are pictured in this composite image,0,56,,
E:\Project\Fake News Detection\images\real\5497.png,real,,a person is getting an oxygen in the face,0,41,,
E:\Project\Fake News Detection\images\real\5506.png,real,,a bed is in the middle of a village,0,35,,
E:\Project\Fake News Detection\images\real\5512.png,real,collo,indian cricket team celebrating in the streets,5,46,0.071496747,
E:\Project\Fake News Detection\images\real\5515.png,real,,the group of men in suits and ties holding a green certificate,0,62,,
E:\Project\Fake News Detection\images\real\5518.png,real,,three men are seen in this composite image,0,42,,
E:\Project\Fake News Detection\images\real\5523.png,real,,a group of people working on a construction site,0,48,,
E:\Project\Fake News Detection\images\real\5524.png,real,,"ran kun and his wife, anush khan",0,32,,
E:\Project\Fake News Detection\images\real\5536.png,real,,a construction site in the philippines,0,38,,
E:\Project\Fake News Detection\images\real\5542.png,real,,a man in a suit and tie standing in front of a tree,0,51,,
E:\Project\Fake News Detection\images\real\5583.png,real,,a woman in a pink hina sitting on a couch,0,41,,
E:\Project\Fake News Detection\images\real\5587.png,real,,a group of people sitting around a long table,0,45,,
E:\Project\Fake News Detection\images\real\5609.png,real,unicef ABETTER BAHGUADESH FOREVERLGHILD C MAINII,a woman standing in front of a crowd,48,36,0.129629776,
E:\Project\Fake News Detection\images\real\5612.png,real,,a man with glasses and a beard sings into a microphone,0,54,,
E:\Project\Fake News Detection\images\real\5614.png,real,,the sun logo,0,12,,
E:\Project\Fake News Detection\images\real\5617.png,real,,a man in a suit and tie speaking into a microphone,0,50,,
E:\Project\Fake News Detection\images\real\5619.png,real,,a woman in a blue dress is looking up,0,37,,
E:\Project\Fake News Detection\images\real\5625.png,real,ঢাকা-পম্ীপর,a man is dancing on the street in front of a building,11,53,0.062141601,
E:\Project\Fake News Detection\images\real\5626.png,real,|,a man with a beard and a scarf,1,30,-0.00117477,
E:\Project\Fake News Detection\images\real\5638.png,real,,a man in a police uniform is looking at a cell,0,46,,
E:\Project\Fake News Detection\images\real\5644.png,real,,a group of people riding motorcycles down a street,0,50,,
E:\Project\Fake News Detection\images\real\565.jpg,real,,"two men in suits and ties, one wearing glasses",0,46,,
E:\Project\Fake News Detection\images\real\5660.png,real,,a group of students sitting at desks in a classroom,0,51,,
E:\Project\Fake News Detection\images\real\5666.png,real,,"the team of the film, ' ' '",0,27,,
E:\Project\Fake News Detection\images\real\5680.png,real,ছুঁ srarneus,a man in a white shirt and black pants speaking into microphones,12,64,0.141978353,
E:\Project\Fake News Detection\images\real\5683.png,real,,people stand in front of a destroyed building,0,45,,
E:\Project\Fake News Detection\images\real\5684.png,real,,a group of people holding signs on a street,0,43,,
E:\Project\Fake News Detection\images\real\5688.png,real,ঢাকা কীফ মেট্রোপলিটন স্যাজিস্ট্রেট কোট,a white building with a sign that says ' india ',38,48,0.235756934,
E:\Project\Fake News Detection\images\real\5699.png,real,,a group of people are playing music in a room,0,45,,
E:\Project\Fake News Detection\images\real\5704.png,real,,a group of men in blue uniforms are fighting,0,44,,
E:\Project\Fake News Detection\images\real\5708.png,real,,a fire hydra is seen in the middle of a street in the city of san,0,65,,
E:\Project\Fake News Detection\images\real\5716.png,real,,a man in a suit and tie walking down a street,0,45,,
E:\Project\Fake News Detection\images\real\5726.png,real,CTION SHO,a man sitting on the ground with his feet up and his legs crossed,9,65,0.043558594,
E:\Project\Fake News Detection\images\real\5729.png,real,,a still of ran k khali and anusha khali,0,39,,
E:\Project\Fake News Detection\images\real\5731.png,real,,a man with a long beard and a tuk,0,33,,
E:\Project\Fake News Detection\images\real\5738.png,real,,two people in traditional clothing and hats are smiling,0,55,,
E:\Project\Fake News Detection\images\real\5754.png,real,,anusha mukherjee in green dress,0,31,,
E:\Project\Fake News Detection\images\real\5758.png,real,,two men standing next to each other men,0,39,,
E:\Project\Fake News Detection\images\real\5764.png,real,,a man in a suit and tie standing next to another man in a suit,0,62,,
E:\Project\Fake News Detection\images\real\5774.png,real,,a woman with a yellow dress and a necklace,0,42,,
E:\Project\Fake News Detection\images\real\5777.png,real,"D'ART 27.0& ^582 ,82 )82",a man standing in front of a blue wall,24,38,0.087838829,
E:\Project\Fake News Detection\images\real\5794.png,real,,a group of men sitting around a table,0,37,,
E:\Project\Fake News Detection\images\real\5795.png,real,,a group of people are gathered around a car,0,43,,
E:\Project\Fake News Detection\images\real\5798.png,real,,a man standing at a podium with a microphone,0,44,,
E:\Project\Fake News Detection\images\real\5800.png,real,,a man standing at a podium with microphones,0,43,,
E:\Project\Fake News Detection\images\real\5804.png,real,,a woman in a headscar sits at a table with a microphone,0,55,,
E:\Project\Fake News Detection\images\real\5806.png,real,,a man in a suit and tie sitting at a table,0,42,,
E:\Project\Fake News Detection\images\real\5811.png,real,,people sitting on the grass in front of a building,0,50,,
E:\Project\Fake News Detection\images\real\5815.png,real,Us Istrael WVRED ORDER KHILAFAI,a group of people sitting at a table with microphones,31,53,-0.022773441,
E:\Project\Fake News Detection\images\real\5818.png,real,গদদ @9,bjp rally in delhi,6,18,0.23011525,
E:\Project\Fake News Detection\images\real\5823.png,real,WEJAREDPEN WATERIswIMMIN,two men holding a large flag in front of a sign,24,47,-0.009939738,
E:\Project\Fake News Detection\images\real\5824.png,real,,a man in a white shirt and glasses speaking into a microphone,0,61,,
E:\Project\Fake News Detection\images\real\5825.png,real,,students in the lecture hall,0,28,,
E:\Project\Fake News Detection\images\real\5841.png,real,,a couple kissing in the stands at the olympics,0,46,,
